-10.65957207119093 1.2300000000000006 -495.97420790867216 
-14.358546481002048 1.8600000000000012 -642.8644173349315 
-14.5359970495449 1.8400000000000012 -622.6787651859227 
-12.71572506723506 1.4400000000000008 -599.6553584546414 
-13.92126141986079 1.720000000000001 -609.7293430883607 
-11.836183146333475 1.3600000000000008 -576.3547913282379 
-11.448287294936298 1.290000000000001 -549.8870855329202 
-13.881866143004856 1.660000000000001 -626.2526370519809 
-11.980693982002236 1.380000000000001 -589.6436859866202 
-13.635830517443498 1.7600000000000011 -637.8864423183436 
-11.977145750350882 1.3700000000000008 -572.3704095339369 
-11.566373509671886 1.310000000000001 -535.3959461506884 
-13.45714214607866 1.8200000000000012 -638.3384057316005 
-14.120564540271477 1.8200000000000014 -591.7551641406423 
-12.682198907985903 1.4000000000000008 -597.1010435334583 
-11.369867931078659 1.2300000000000009 -565.4243693338453 
-13.364237208754224 1.4900000000000009 -651.1373506487812 
-13.427762957602704 1.640000000000001 -588.7149999442399 
-12.774619255808162 1.480000000000001 -558.2073722258475 
