CustomerID,TimeSlot,Channel,ChannelName,ExpectedResponseRate,Cost,Priority
0,18,0,Email,0.17822910895877211,0.01,0.9888340768425717
1,7,1,SMS,0.09137282224116317,0.05,0.568483682285529
2,14,2,Push,0.194639484791808,0.02,0.9137164481752225
3,23,1,SMS,0.18273499170032312,0.05,0.39212490505779896
4,40,1,SMS,0.21326362887373634,0.05,0.7438247093711903
5,17,0,Email,0.277033518431617,0.01,0.8891984309777037
7,9,0,Email,0.20639607390414852,0.01,0.8354232981047761
10,52,2,Push,0.07338970743540583,0.02,0.830442689919859
11,35,2,Push,0.0891004845104437,0.02,0.8171890309067997
12,6,0,Email,0.2262618873603067,0.01,0.5343402618383842
13,10,2,Push,0.2937779928646814,0.02,0.32982508776636144
14,10,2,Push,0.17219965419088756,0.02,0.4365171222106117
15,12,0,Email,0.22153403001884736,0.01,0.45651947207886845
16,48,1,SMS,0.07371389630225153,0.05,0.7090542457779818
17,36,1,SMS,0.1606231654845463,0.05,0.5921797583850501
18,41,0,Email,0.09762559054073104,0.01,0.3372520886178528
19,14,0,Email,0.15673533227161124,0.01,0.3736940002013227
20,33,1,SMS,0.2572927266562461,0.05,0.9102341069425604
22,16,1,SMS,0.18534592923084717,0.05,0.8340195651384449
23,53,2,Push,0.06753558094752489,0.02,0.500976291095528
26,43,1,SMS,0.21213798812971124,0.05,0.9435419641428451
27,30,1,SMS,0.1174082056414548,0.05,0.5941153751050802
29,16,2,Push,0.23296118286888912,0.02,0.43052768572675815
30,10,2,Push,0.2817117369624079,0.02,0.8065770218415779
31,36,0,Email,0.24312278668161988,0.01,0.6248683559474484
32,13,1,SMS,0.20413443641401163,0.05,0.8781875325712722
36,13,2,Push,0.2540709898011528,0.02,0.8993307714009725
37,23,0,Email,0.09032671986870809,0.01,0.6708058260980998
38,36,0,Email,0.18419921738415798,0.01,0.6633000206809102
39,53,0,Email,0.09074946402431106,0.01,0.7623336837301024
40,49,0,Email,0.25482256073411785,0.01,0.8466497146865147
41,37,0,Email,0.3031256309573939,0.01,0.845364800932396
42,35,1,SMS,0.10325252223219754,0.05,0.9247045051222323
43,12,1,SMS,0.1725938691893505,0.05,0.7813805826574793
44,32,2,Push,0.24994789994953104,0.02,0.60088409771406
45,9,0,Email,0.06396445453301153,0.01,0.6188702848220868
46,8,2,Push,0.21215142370357779,0.02,0.49798718989308444
47,48,2,Push,0.0313292355198385,0.02,0.3623733953778314
48,33,0,Email,0.2388482142528178,0.01,0.7655898213022979
49,49,2,Push,0.03649195659539764,0.02,0.9584484481408386
50,57,1,SMS,0.20916978002658868,0.05,0.9076621809325327
51,18,2,Push,0.2317454392691844,0.02,0.3955692137265788
54,53,0,Email,0.13299281859268214,0.01,0.5454161312669633
55,21,2,Push,0.210392792877793,0.02,0.8741002768883932
56,47,0,Email,0.1442063159893236,0.01,0.7369838867998239
57,45,2,Push,0.19678901992040854,0.02,0.9427454743789118
59,32,0,Email,0.3340995283932642,0.01,0.8203269461981696
60,54,2,Push,0.1316294558555792,0.02,0.7814062160711368
61,4,1,SMS,0.0918728268332687,0.05,0.5566802902194778
62,58,0,Email,0.1334539176875694,0.01,0.36975254468785923
63,5,0,Email,0.2095087327514653,0.01,0.6505513361880132
64,19,0,Email,0.18835623257625142,0.01,0.5274227937050263
65,24,2,Push,0.09346350259009925,0.02,0.36458011099540727
66,7,2,Push,0.23046352881557303,0.02,0.6057346728144779
67,53,0,Email,0.06990640339335706,0.01,0.6478527728638357
68,0,1,SMS,0.18325898903297375,0.05,0.4872968566832545
70,28,1,SMS,0.05051943380565134,0.05,0.32703034065808567
71,51,0,Email,0.18100767614060084,0.01,0.6710383277617563
73,43,2,Push,0.20861206159262788,0.02,0.34014853174346926
74,16,2,Push,0.10657682997503978,0.02,0.7437495671607317
76,13,2,Push,0.05733789009505216,0.02,0.89996845664877
77,43,1,SMS,0.05413627666150618,0.05,0.4825163506649142
78,47,1,SMS,0.09214228514921682,0.05,0.4428875661801785
79,23,1,SMS,0.19645761479222296,0.05,0.6201240531729793
80,11,0,Email,0.3292537877684852,0.01,0.40643443281098185
81,23,0,Email,0.16882023018274644,0.01,0.8032931508871621
82,26,1,SMS,0.06130546643287021,0.05,0.702593772806594
83,17,0,Email,0.17793051366873505,0.01,0.8901449434429678
84,14,2,Push,0.18400800847010115,0.02,0.8282450674866474
85,35,0,Email,0.1999787820182572,0.01,0.6605682206198913
86,16,0,Email,0.2496755544274645,0.01,0.7246332898450807
87,1,0,Email,0.11836520074451146,0.01,0.4885198908848085
88,38,2,Push,0.17938099080524114,0.02,0.7386863969510409
89,22,2,Push,0.2728069076193482,0.02,0.5129076951249277
90,40,2,Push,0.1632991449825188,0.02,0.7755708127280695
91,50,0,Email,0.06218928731643668,0.01,0.47140743093367554
93,21,0,Email,0.118100776588857,0.01,0.5824496738058356
94,34,1,SMS,0.08382295568190748,0.05,0.4168811926936098
95,34,0,Email,0.22367651711858594,0.01,0.7767857671262471
96,15,2,Push,0.14788721931044918,0.02,0.5967705470263638
97,34,0,Email,0.1705736302760912,0.01,0.5930150402407206
99,29,1,SMS,0.07269432946925386,0.05,0.5774914781451598
