CustomerID,TimeSlot,Channel,ChannelName,ExpectedResponseRate,Cost,Priority
1,11,2,Push,0.311691745430134,0.02,0.5029506655098857
3,29,2,Push,0.052326149770496225,0.02,0.8329434858313725
4,12,2,Push,0.11796963743790008,0.02,0.6855357303876185
5,8,2,Push,0.1860391569743675,0.02,0.5389303140484416
6,10,1,SMS,0.35215984784185234,0.05,0.9841044781608208
7,1,2,Push,0.05529066676143907,0.02,0.5002915600394481
8,54,2,Push,0.0402393824231915,0.02,0.47999177337144167
9,15,1,SMS,0.037209497823594034,0.05,0.7161833829082519
10,28,0,Email,0.24164833943204655,0.01,0.44975938549884387
11,48,2,Push,0.03905628650582495,0.02,0.7202973371960537
12,58,2,Push,0.049375401951747555,0.02,0.5292297428120516
13,46,0,Email,0.17614970185058723,0.01,0.42270151659014277
17,27,2,Push,0.07054054317195842,0.02,0.9001807449027843
18,5,0,Email,0.10928155637676136,0.01,0.7574190992041643
19,47,0,Email,0.13329398331397135,0.01,0.6240974761896114
20,8,0,Email,0.09899814813237554,0.01,0.9096079323349945
21,55,0,Email,0.15195151072433338,0.01,0.5335036895505195
23,47,2,Push,0.059241481774322646,0.02,0.8745827093385099
24,28,0,Email,0.20543878291569323,0.01,0.5255761971961238
26,36,2,Push,0.10428814886551357,0.02,0.4353658650097324
27,52,0,Email,0.04889011569110211,0.01,0.36155891410080543
30,53,2,Push,0.11533074638946136,0.02,0.8010819120312022
32,58,0,Email,0.12801046476245997,0.01,0.7697889190330875
33,2,1,SMS,0.13532578031794795,0.05,0.3496896910946058
35,51,1,SMS,0.1246581066039495,0.05,0.89439024603199
37,47,2,Push,0.12584065825802043,0.02,0.6645495643954699
38,36,0,Email,0.18419921738415798,0.01,0.7602753064159993
39,0,2,Push,0.054353042985018994,0.02,0.7362419231653606
40,29,2,Push,0.04188687765402003,0.02,0.9353879287274366
42,27,2,Push,0.06119910357471533,0.02,0.6927238038893722
43,43,0,Email,0.10094507613081859,0.01,0.9892691785269311
45,17,0,Email,0.06737509104248898,0.01,0.38473140202928846
46,18,0,Email,0.09492075023179034,0.01,0.7564135030511984
49,14,0,Email,0.12727811466699962,0.01,0.320895179645988
50,19,2,Push,0.30332609591224385,0.02,0.7154911179132725
52,4,0,Email,0.09375086404928011,0.01,0.7750625653017432
55,29,1,SMS,0.04521470363696947,0.05,0.39838665193512324
57,57,0,Email,0.20560199100609633,0.01,0.43721737294801893
58,52,0,Email,0.13517635010761603,0.01,0.8843562128940772
59,55,2,Push,0.1799879638124278,0.02,0.7403554794033368
60,21,2,Push,0.25326811660257104,0.02,0.6351561719271266
61,10,0,Email,0.21356905467440432,0.01,0.8828911009690823
62,4,2,Push,0.11090381794117472,0.02,0.7558625110414046
63,6,2,Push,0.11240978538782789,0.02,0.7698113236423618
64,9,2,Push,0.20595449307682104,0.02,0.6196408021855568
65,9,0,Email,0.2098832728453076,0.01,0.42432888307632033
66,0,0,Email,0.18795941102932576,0.01,0.7791178234499989
69,22,0,Email,0.1072435432853521,0.01,0.3270432498256729
71,21,0,Email,0.16712096199677734,0.01,0.7339276557954092
74,26,0,Email,0.3345226124880348,0.01,0.4895148329115959
75,19,2,Push,0.22289169463889802,0.02,0.562477075509909
78,17,0,Email,0.12591456883197755,0.01,0.7973895518975407
79,56,1,SMS,0.2615843567736945,0.05,0.9005279431175063
80,22,2,Push,0.18763090875604405,0.02,0.9639607700413345
82,37,1,SMS,0.07330688076008865,0.05,0.8594239768696064
84,29,1,SMS,0.18794549830165,0.05,0.7722762211276408
85,0,2,Push,0.12734495210743427,0.02,0.43248135823183276
86,17,0,Email,0.23119339317061627,0.01,0.8433157424850795
89,10,0,Email,0.1843983240798509,0.01,0.9055759887479725
93,16,2,Push,0.12198239124181054,0.02,0.9603846448453878
94,0,1,SMS,0.0477110703721001,0.05,0.5429060462503367
95,55,0,Email,0.19355397165727029,0.01,0.8076345076182938
97,32,0,Email,0.20292570525055445,0.01,0.72394881009012
98,13,0,Email,0.16827264113614399,0.01,0.7975529658398365
99,50,0,Email,0.26723627113490467,0.01,0.3262201171615246
