CustomerID,TimeSlot,Channel,ChannelName,ExpectedResponseRate,Cost,Priority
0,55,0,Email,0.19544676059805713,0.01,0.6239435738398663
1,13,0,Email,0.193200937953261,0.01,0.48040577971377446
2,33,0,Email,0.29990999735351276,0.01,0.5881864592469795
3,48,0,Email,0.1807020347610877,0.01,0.8930511409395829
4,54,2,Push,0.051716325244073574,0.02,0.4173986386289625
6,38,2,Push,0.2490323389152424,0.02,0.36382084889047844
7,41,2,Push,0.12384795703676664,0.02,0.31580221146806353
8,9,1,SMS,0.09422813209022042,0.05,0.5869450105038835
9,54,0,Email,0.14350933362252594,0.01,0.602684559516954
10,24,2,Push,0.07045638992768595,0.02,0.9703162709151416
11,10,1,SMS,0.19714762073165423,0.05,0.49871195687634196
12,22,2,Push,0.07545143808279046,0.02,0.6925742693259143
13,19,0,Email,0.19615600904995406,0.01,0.8061306240016975
15,13,0,Email,0.22480083824620467,0.01,0.339780966232228
16,11,0,Email,0.065929998815681,0.01,0.9604239183164661
17,36,2,Push,0.14499523690205837,0.02,0.5294364255394806
18,44,2,Push,0.23339923132694482,0.02,0.9959663760919452
19,2,0,Email,0.11747543972891757,0.01,0.3906128239879777
20,27,1,SMS,0.15099518768386946,0.05,0.44421388749639235
21,4,2,Push,0.058084734178236064,0.02,0.7654904891266268
22,54,2,Push,0.13705990170902724,0.02,0.7693686634394044
23,31,0,Email,0.04681763678062961,0.01,0.8546160658862023
25,31,0,Email,0.09153601676625449,0.01,0.7581778866843102
26,30,2,Push,0.020945919894418047,0.02,0.8233474929659915
27,46,1,SMS,0.109616118138219,0.05,0.3439731012512402
30,16,2,Push,0.27326382293891105,0.02,0.6648232351051041
31,1,0,Email,0.1774273638452154,0.01,0.663219186245024
32,32,2,Push,0.11483156711004656,0.02,0.9697622657776532
33,58,2,Push,0.25945564120180803,0.02,0.5547462784426417
34,13,1,SMS,0.16620587411791773,0.05,0.5864170866076821
36,14,2,Push,0.24258392894421008,0.02,0.8393080809987371
37,43,2,Push,0.26384032658926304,0.02,0.4963364416341797
38,52,1,SMS,0.041244462575909385,0.05,0.8139833686005786
39,35,1,SMS,0.3077703701073515,0.05,0.7238947124400814
40,13,1,SMS,0.1282465683162554,0.05,0.7682004717304993
41,31,2,Push,0.2114833149416769,0.02,0.5787404331462455
42,15,1,SMS,0.08390246343360448,0.05,0.563649303245241
44,53,1,SMS,0.056360069701575546,0.05,0.9330505897152754
45,37,2,Push,0.24336148345979558,0.02,0.3465614742595679
46,38,2,Push,0.17331252973429465,0.02,0.5179075957818698
47,9,0,Email,0.11094003598078978,0.01,0.6013935829561065
48,9,1,SMS,0.21409053263673242,0.05,0.9393665076388934
49,56,1,SMS,0.23702416957724887,0.05,0.5415655896906423
50,22,0,Email,0.18767815372777255,0.01,0.4505623430634448
51,43,1,SMS,0.2000592896273783,0.05,0.9599958268464212
53,20,1,SMS,0.2000631966307476,0.05,0.8726008643681165
55,24,0,Email,0.20084542010638917,0.01,0.6064357358984647
56,23,1,SMS,0.08129566778120646,0.05,0.6517820029700733
57,7,2,Push,0.20426262954101687,0.02,0.44963070233542857
58,27,1,SMS,0.09352582689277003,0.05,0.8744960671027115
59,38,2,Push,0.1277136119870368,0.02,0.5853990038269388
61,48,1,SMS,0.11949060487784285,0.05,0.39190958954677274
62,4,0,Email,0.17173207504436913,0.01,0.629552758185419
63,3,1,SMS,0.22386816661700665,0.05,0.41188713938894456
66,10,2,Push,0.2902985750034379,0.02,0.9044066457278838
67,35,1,SMS,0.2617455274537917,0.05,0.3191448640552457
68,27,1,SMS,0.19281817942583274,0.05,0.6341344335231922
69,56,0,Email,0.11127888620942739,0.01,0.9113754248383833
70,53,1,SMS,0.04315198060197507,0.05,0.8597880793896572
72,44,2,Push,0.0963549012606393,0.02,0.458833307291178
73,14,0,Email,0.07045065372667339,0.01,0.5413346277707242
74,27,0,Email,0.3380419915574245,0.01,0.7335937300227034
75,17,1,SMS,0.16577344689680726,0.05,0.8602640471236892
76,55,0,Email,0.11209256383239397,0.01,0.6011294364945502
78,54,2,Push,0.08267110373594715,0.02,0.5071184205242489
79,56,2,Push,0.13139105871231624,0.02,0.6546421895697815
80,11,2,Push,0.22712791377013714,0.02,0.9841760245251757
81,31,0,Email,0.17635769160251485,0.01,0.4913284441333414
82,27,0,Email,0.16249961676447927,0.01,0.5780372032373557
84,39,0,Email,0.13208797861511476,0.01,0.7065590774915164
86,28,0,Email,0.19790622060133853,0.01,0.41313841228311915
88,56,0,Email,0.3101129091736543,0.01,0.35309524723887364
89,55,0,Email,0.23689808911388896,0.01,0.42405183666091595
90,22,1,SMS,0.09026248932742194,0.05,0.31527820983434257
91,37,2,Push,0.19807327416457654,0.02,0.8625104113864354
92,51,2,Push,0.08860240897663017,0.02,0.7695336815724495
93,23,0,Email,0.11618535032624999,0.01,0.623494374906774
96,9,1,SMS,0.20968727261825684,0.05,0.5441973625321577
97,4,0,Email,0.21126856864247226,0.01,0.6238258370455717
99,41,0,Email,0.32878247367715435,0.01,0.7057946149424166
